Year,Company name, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life,Any other information
2017-18,Britannia Jinky Jersey Ltd,80482,4025.78,801.87,No costs deducted from proceeds,0,0,0,0,0,0, ,3223.91,Retained by your company / organisation, ,0,,,, 
2017-18,Brobot Petroleum Limited,51858,2592.9,432.15,No costs deducted from proceeds,0,0,0,0,0,0, ,2160.75,Donated, ,2161,Charity/Voluntary,,, 
2017-18,Bryanston Conference Centre Limited,704,35.2,5.87,No costs deducted from proceeds,0,0,0,0,0,0, ,29.33,Donated, ,,  ,,, 
2017-18,Butlins,313904,15695.2,3139.04,No costs deducted from proceeds,0,0,0,0,0,0,,12556.16,Donated,,12556.16,Charity/Voluntary,,,
2017-18,C and J Clarks International,3385866,169293.29,33858.66,No costs deducted from proceeds,0,0,0,0,0,0, ,135434.63,Donated, ,135434,Charity/Voluntary,,, 
2017-18,C Brewer & Sons Ltd,16047,802.35,160.47,No costs deducted from proceeds,0,0,0,0,0,0, ,641.88,Donated, ,641,"Environment,Charity/Voluntary",,, 
2017-18,Cardzone Ltd,509880,25494,4249,2750,0,500,500,750,1000,0, ,18495,Donated, ,,  ,,, 
2017-18,Cats Protection,115655,5782.75,963.79,No costs deducted from proceeds,0,0,0,0,0,0, ,4818.96,Retained by your company / organisation," Note as we are a registered charity, we have retained the net proceeds to support our work in furtherance of our charitable objectives.",4818,Charity/Voluntary,,, Data extracted from our EPOS  till system.
2017-18,Cavaghan & Gray Ltd,9610,480.49,80.08,No costs deducted from proceeds,0,0,0,0,0,0, ,400.41,Donated, Proceeds were donated to Cumbria Wildlife Trust.,400,Environment,9610,, Proceeds donated to Cumbria Wildlife Trust.
2017-18,CDS Superstores International LTD T/A The range,4495412,224770.6,37461.77,500,0,500,0,0,0,0, ,186808.83,Donated, ,,  ,,, 
2017-18,Center Parcs,321783,16047.76,2581.53,No costs deducted from proceeds,0,0,0,0,0,0, ,13466.23,Donated, ,,  ,,, 
2017-18,Central England Co-Operative Limited,13411541,670577,112430,97858,0,33765,0,0,0,64093,Installation and maintenance of defribulators,464293,"Donated,Put to other uses (supply details below)", Pledged £500k for extra nurses for Dementia UK in May 2018,83776,"Health,Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Chanel Ltd,2913,145.65,29.13,No costs deducted from proceeds,0,0,0,0,0,0, ,116.52,Donated, ,117,Local causes chosen by customers or staff,,, 
2017-18,Charles Tyrwhitt Shirts Ltd,42,2.1,0.35,No costs deducted from proceeds,0,0,0,0,0,0, ,1.75,Donated, ,2,Charity/Voluntary,,, 
2017-18,CHESTER ZOO ENTERPRISES LTD,9379,468.95,78.32,No costs deducted from proceeds,0,0,0,0,0,0, ,390.63,Donated, ,,  ,,, 
2017-18,Choice Discount Stores Limited,612097,30604.85,5100.81,No costs deducted from proceeds,0,0,0,0,0,0, ,25504.04,Donated, ,25504,"Health,Charity/Voluntary,Local causes chosen by customers or staff",,, Compiled from sales information stored on the till system. All sized bags charged at 5p.
2017-18,Company Shop Ltd,670852,34368.25,5728.04,No costs deducted from proceeds,0,0,0,0,0,0, ,28640.21,Donated, Donation to Community Shop,11695,Charity/Voluntary,,,
2017-18,Compass Group UK and Ireland Limited ,246797,12339.85,2056.64,No costs deducted from proceeds,0,0,0,0,0,0, ,10283.21,Donated, ,10283,Charity/Voluntary,,,Donated to Hubbub - environmental behaviour change charity; sales from tills
2017-18,Cook Trading Ltd,653961,32698,5450,No costs deducted from proceeds,0,0,0,0,0,0, ,27248,Donated, ,27248,Charity/Voluntary,,, 
2017-18,Coopland and Son (Scarborough) Ltd,1196980,59849,9974.83,No costs deducted from proceeds,0,0,0,0,0,0, ,49874.17,Donated, ,49784,Health,,, 
2017-18,Countrywide Farmers PLC,17003,850.15,141.69,No costs deducted from proceeds,0,0,0,0,0,0, ,708.46,Donated, ,,  ,,, 
2017-18,CVS Group plc,883,44.15,7.36,No costs deducted from proceeds,0,0,0,0,0,0, ,36.79,Donated, ,,  ,,, 
2017-18,D J Squire & Co Ltd,91342,4567.1,761.18,No costs deducted from proceeds,0,0,0,0,0,0, ,3805.92,Donated, ,3806,Local causes chosen by customers or staff,,,Information is provided from our EPOS till system.
2017-18,Debenhams PLC,1507283,76276.95,12712.83,No costs deducted from proceeds,0,0,0,0,0,0, ,63564.13,Donated, ,63564,Charity/Voluntary,,11712705,
2017-18,Decathlon,827355,41367.75,8273.55,No costs deducted from proceeds,0,0,0,0,0,0, ,33094.2,"Retained by your company / organisation,Put to other uses (supply details below)",Sustainable events to be organised locally by the stores,0,,,49022, 
2017-18,Deichmann Shoes UK Ltd,2014781,100739.05,16789.84,No costs deducted from proceeds,0,0,0,0,0,0, ,83949.21,"Donated,Retained by your company / organisation", ,,  ,,, 
2017-18,Diageo 7HQ,3003,150.15,25.03,No costs deducted from proceeds,0,0,0,0,0,0, ,125.13,Donated, ,,  ,,, 
2017-18,"Dickinson & Morris, part of the Samworth Brothers Group",23991,1199.55,200.31,No costs deducted from proceeds,0,0,0,0,0,0, ,999.24,Retained by your company / organisation,All proceeds to be donated in the near future,0,,,, 
2017-18,Direct Wines Limited,14234,711.7,118.62,No costs deducted from proceeds,0,0,0,0,0,0, ,593.08,"Donated,Retained by your company / organisation", Proceeds will be used for charitable donations by the wider Direct Wines company,593,Local causes chosen by customers or staff,,308, 
2017-18,Disney Store Ltd ,1444586,72229.3,12038.22,No costs deducted from proceeds,0,0,0,0,0,0, ,60191.08,Donated, ,57783,Environment,,,Price charged 5p with 4p going to Charity. 1p for Production - it is not clear above how this should be submitted. 
2017-18,Dobbies Garden Centres,129876,6493.8,1298.76,No costs deducted from proceeds,0,0,0,0,0,0, ,5195.04,Donated, ,,  ,,, 
2017-18,Dunelm (Soft Furnishings) Ltd,1805316,94619.49,17241.3,No costs deducted from proceeds,0,0,0,0,0,0, ,77378.19,Donated, ,77378,Charity/Voluntary,,, 
2017-18,Durham County Council,274,13.7,2.69,No costs deducted from proceeds,0,0,0,0,0,0, ,11.01,Donated, ,13,Charity/Voluntary,,, Money was donated to the North Air Ambulance
2017-18,E H Booth & Co Limited,3180677,159033.85,26505.64,No costs deducted from proceeds,0,0,0,0,0,0, ,132528.21,Donated, ,,  ,,, 
2017-18,EBOR FOODMARKETS LIMITED,511140,25556.97,4259.55,No costs deducted from proceeds,0,0,0,0,0,0, ,21297.42,Donated, ,21297,Charity/Voluntary,,, 
2017-18,Edmundson Electrical Ltd,5743,287.15,47.86,No costs deducted from proceeds,0,0,0,0,0,0, ,239.29,Donated, ,1000,Environment,,, the donation was rounded up to the nearest thousand pounds and donated to the canal and river trust.
2017-18,Elim Trust Corperation,1168,58.5,9.75,No costs deducted from proceeds,0,0,0,0,0,0, ,48.75,"Donated,Retained by your company / organisation", ,,  ,,, 
2017-18,Elior UK,167149,8357.45,1392.91,No costs deducted from proceeds,0,0,0,0,0,0, ,6964.54,Donated, ,,  ,,, 
2017-18,Ellis Brigham Ltd,68377,3479.37,580,No costs deducted from proceeds,0,0,0,0,0,0, ,2899.37,Donated, ,2899,Charity/Voluntary,,, 
2017-18,Entertainment Magpie Ltd,148713,7435.65,1239.27,No costs deducted from proceeds,0,0,0,0,0,0, ,6196.38,Donated, ,6196,Charity/Voluntary,,," Donated to three charities
Challenge 4 Change
Teenage Cancer Trust
SAVE Association
                                        "
2017-18,Estee Lauder Cosmetics Limited,60282,3014.1,500.34,No costs deducted from proceeds,0,0,0,0,0,0, ,2513.76,Donated, ,,  ,,, 
2017-18,Eyre & Elliston Ltd,79,3.95,0.66,No costs deducted from proceeds,0,0,0,0,0,0, ,3.29,Donated, ,50,Local causes chosen by customers or staff,,,
2017-18,F Hinds Ltd,67440,3372,561.78,No costs deducted from proceeds,0,0,0,0,0,0, ,2810.22,Donated, ,2810,Local causes chosen by customers or staff,,, All funds donated to local causes across the UK as nominated by customers and staff
2017-18,Farmfoods Limited,10220793,511039.65,85173.28,3366.37,0,0,0,0,0,3366.37,Estimated nominal cost to the Company in relation to complying with the regulations and administering donations to good causes.,422500,"Donated,Put to other uses (supply details below)",Farmfoods continues to support charities and sports throughout the UK.  The profit from the sale of carriers will be applied both to this and investment in green technologies within the business.,,  ,,, 
2017-18,Fenwick limited,678,33.9,5.65,No costs deducted from proceeds,0,0,0,0,0,0, ,28.25,Donated, ,,  ,,, 
2017-18,Frozen Value Ltd,1961364,98068.2,19613.64,5678.58,0,0,0,0,4500,1178.58, Stock loss/shrinkage,72775.98,"Donated,Retained by your company / organisation", ,,  ,,,Although some net proceeds have been retained by the business it is ring-fenced to donate to good causes. We just simply haven't distributed it all yet.
2017-18,Game Retail Limited,900441,45022.05,9004.41,No costs deducted from proceeds,0,0,0,0,0,0,,36017.64,Donated,,36017.64,Charity/Voluntary,,,
2017-18,Goddard Veterinary Group,17750,887.5,147.92,No costs deducted from proceeds,0,0,0,0,0,0, ,739.58,Donated, ,740,Local causes chosen by customers or staff,,, 
2017-18,Grafton Merchanting GB Ltd,4696,234.6,39.1,No costs deducted from proceeds,0,0,0,0,0,0, ,195.5,Donated, ,196,Health,,, 
2017-18,Greenhalgh's Craft Bakery Ltd,260146,13007.3,2167.88,No costs deducted from proceeds,0,0,0,0,0,0, ,10839.42,Donated, ,,  ,,, 
2017-18,Greggs plc,14341600,717080,119513,No costs deducted from proceeds,0,0,0,0,0,0, ,597567,Donated," Proceeds were donated to the Greggs Foundation for use within their Environmental Grant Making programme which supports environmental improvements across local communities. In addition, funds were donated to Keep Britain Tidy to further support their work into reducing litter and to Surfers Against Sewage to support their work in reducing beach and marine litter.",597567,"Environment,Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Guild Care,1022,51,10,No costs deducted from proceeds,0,0,0,0,0,0,,41,,,,,,,
2017-18,H&M Hennes & Mauritz UK and Ireland Ltd,16407415,820370.73,136642.1,No costs deducted from proceeds,0,0,0,0,0,0,,683728.52,Donated,,683728.52,Charity/Voluntary,,,
2017-18,H.I. Weldrick Ltd.,15971,798.55,133.09,150.48,0,0,0,0,0,150.48," reporting, verification and submission.",514.98,Donated, ,,  ,,, 
2017-18,Halfords Group plc,255317,12765.85,2127.64,3183.73,0,0,0,0,0,3183.73, Production Costs,7454.48,Donated, ,7454,Charity/Voluntary,,, 
2017-18,Hamleys of London Limited,861648,43082.38,7180.4,No costs deducted from proceeds,0,0,0,0,0,0, ,35901.98,Retained by your company / organisation, ,0,,,,  The company is currently in the process of identifying causes and charities to partner with to use the proceeds from the carrier bag charge
2017-18,Haskins Garden Centres LTD,53010,2650.5,441.75,No costs deducted from proceeds,0,0,0,0,0,0, ,2208.75,Donated, ,2208,"Health,Charity/Voluntary,Local causes chosen by customers or staff",,,Plastic bags have their own stock number so we can use this to get an exact amount of bags sold.
2017-18,Haven Holidays,798539,39926.95,6654.49,No costs deducted from proceeds,0,0,0,0,0,0, ,33272.46,Donated, ,33272,Environment,,, 
2017-18,Heart of England Co-operative Society Limited,1472420,73622,12270,No costs deducted from proceeds,0,0,0,0,0,0, ,61352,Donated, ,61352,"Education,Environment,Health,Sport,Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Heathcoat Fabrics Limited,681,34.05,5.68,No costs deducted from proceeds,0,0,0,0,0,0, ,28.37,Donated, ,34,Charity/Voluntary,,, VAT rate assumed to be 1/6 of initial value
2017-18,Helston Garages Ltd,1301,65.05,10.84,No costs deducted from proceeds,0,0,0,0,0,0, ,54.21,Donated, ,,  ,,, 
2017-18,HHGL Limited,668600,36500.04,6882.35,No costs deducted from proceeds,0,0,0,0,0,0, ,29617.69,Donated, ,,  ,,, 
2017-18,Hidden Hearing Ltd,4296,214.79,35.8,No costs deducted from proceeds,0,0,0,0,0,0, ,178.99,Donated, ,214,Health,,,Used opening stock plus purchases less closing stock
2017-18,Hillier Nurseries Ltd,14133,708.28,118,No costs deducted from proceeds,0,0,0,0,0,0, ,590.28,Retained by your company / organisation, ,0,,649,, 
2017-18,HKS Retail Limited,129367,6468.35,1078.06,No costs deducted from proceeds,0,0,0,0,0,0, ,5390.29,Donated, ,5390,Charity/Voluntary,,, 
2017-18,HMV Retail Ltd,1941180,97059,16177,60000,5000,15000,5000,10000,25000,0, ,20882,Donated, ,,  ,,, 
2017-18,Hobbycraft Ltd,1675763,83912.72,13988,No costs deducted from proceeds,0,0,0,0,0,0,,69924.72,Donated,,69924.72,Charity/Voluntary,,,
2017-18,House of Fraser Stores Ltd,3761159,188058,31343,No costs deducted from proceeds,0,0,0,0,0,0, ,156715,Donated, ,156715,Charity/Voluntary,,, Data compiled from reconciled reporting system for verification of sales and volumes.
2017-18,House of Lords,8457,422.85,70.47,No costs deducted from proceeds,0,0,0,0,0,0, ,352.38,Donated, ,352,"Arts,Charity/Voluntary",,, 
2017-18,Hughes TV and Audio Limited,6409,320.45,53.33,No costs deducted from proceeds,0,0,0,0,0,0, ,267.12,Donated, ,267,Charity/Voluntary,,, 
2017-18,Iceland Foods Ltd,101617379,5080869,846811,No costs deducted from proceeds,0,0,0,0,0,0, ,4234058,Donated, ,1399266,Charity/Voluntary,,," This donation was part of our £10m pledge to UCL to help fund the Hub of the new UK Dementia Research Institute.
http//about.iceland.co.uk/wp-content/uploads/2018/05/iceland-foods-charitable-foundation-donates-10m-to-ucl.pdf. The balance of funds are held within the Iceland Foods Charitable Foundation whose focus for 2017/18 was on supporting UK dementia charities."
2017-18,Imperial War Museum,43022,2150.5,358.42,No costs deducted from proceeds,0,0,0,0,0,0, ,1792.08,Retained by your company / organisation, ,0,,,, 
2017-18,ISS Mediclean Ltd,309600,15480,2972,5000,0,0,0,0,5000,0, ,7508,Retained by your company / organisation, ,0,,,200, 
2017-18,J Barbour & Sons,40245,2012.25,335.38,No costs deducted from proceeds,0,0,0,0,0,0,,1676.88,Donated,,1676.88,  ,,,
2017-18,JD Sports fashion PLC,11038066,551903.3,110380.66,No costs deducted from proceeds,0,0,0,0,0,0, ,441522.64,Donated, Donated to Mountain Rescue,,  ,,," 50% of the funds are passed to
Mountain Rescue in England with the
remaining 50% donated to other charitable causes in
accordance with the objects of the JD Foundation"
2017-18,John Grose Group Ltd,20805,1040.25,208.05,No costs deducted from proceeds,0,0,0,0,0,0,,832.2,Donated,,832.2,Charity/Voluntary,,,
2017-18,John Lewis plc,10652027,532601,88767,No costs deducted from proceeds,0,0,0,0,0,0, ,443834,Donated, ,443835,"Education,Environment,Local causes chosen by customers or staff",,," Price charged 5p, gross charge £532,601 and net proceeds £443,835. information was compiled from till data on purchases of bags."
2017-18,"JP McDougall & Co Ltd, T/A Dulux Decoratore Centres",40581,4058.1,811.62,No costs deducted from proceeds,0,0,0,0,0,0, ,3246.48,Donated, ,3246,Charity/Voluntary,,," While we do not advertise our bags as ""bags for life"", they are a higher grade of material than what might be thoughts of as a typical plastic bag (this is because they need to be robust enough to hold cans of paint or rolls of wallpaper and in the worst case contain a paint spill);  Proceeds of carrier bag sales are donated to The Outward Bound Trust.

VAT is charged at 20%."
2017-18,Keelham Farm Shop Limited,275965,13798.25,2299.71,No costs deducted from proceeds,0,0,0,0,0,0, ,11498.54,Donated, ,,  ,,, 
2017-18,Krispy Kreme UK Ltd,635254,31755,6336,No costs deducted from proceeds,0,0,0,0,0,0, ,25419,Donated, ,25419,Charity/Voluntary,,, 
2017-18,L ROWLANDS & CO (RETAIL) LIMITED,72644,3632.2,726.44,No costs deducted from proceeds,0,0,0,0,0,0, ,2905.76,Donated, ,3632,Health,,,"The method used to collect & verify the figures plastic bags are scanned into pharmacy tills via a bar-code (there are separate bar-codes for each country within the UK).  These bar-codes then record the transactions from the tills & monthly reports are produced & collated into an annual summary. VAT is paid to HMRC on the income received from the sale of the plastic bags, however, the Company donated the gross amount to the charities. "
2017-18,Lakeland Limited,210492,10524.6,1754.03,No costs deducted from proceeds,0,0,0,0,0,0, ,8770.57,Donated, ,8771,"Environment,Charity/Voluntary",,, 
2017-18,Lakes and Dales Co-operative,211589,10579.45,2115.89,No costs deducted from proceeds,0,0,0,0,0,0,,8463.56,Donated,,8463.56,Local causes chosen by customers or staff,,,
2017-18,Leeds Beckett University,1948,97.4,16.23,No costs deducted from proceeds,0,0,0,0,0,0, ,81.17,Donated, ,81,Charity/Voluntary,,, 
2017-18,Leonard F Jollyes (B.P) Ltd,196908,9845.4,1640.9,No costs deducted from proceeds,0,0,0,0,0,0, ,8204.5,Donated, ,8707,Local causes chosen by customers or staff,,, 
2017-18,Lidl UK GmbH,3625380,181269,30348,No costs deducted from proceeds,0,0,0,0,0,0, ,150921,"Donated,Retained by your company / organisation", ,,  ,,,A significant proportion of the proceeds from single-use carrier bag sales have been donated to Lidl UK's national charity partners and Keep Britain Tidy.
2017-18,Lincolnshire Cooperative Ltd,3699273,184964,30827,No costs deducted from proceeds,0,0,0,0,0,0, ,154137,Donated, ,154137,Local causes chosen by customers or staff,,503875," Lincolnshire Bag for life- 487,920.  CP Bag for life- 119.  CP Fairtrade cotton bag- 239. Co-op Handy Shopper- 8.  Lincolnshire Fold Bag- 8289. Lincolnshire Large Shopper- 6440.  Lincolnshire Wine Carrier- 860. Sales from tills"
2017-18,Lindt and Sprungli,122909,6154.31,1025.72,No costs deducted from proceeds,0,0,0,0,0,0, ,5128.59,Donated, ,,  ,,, 
2017-18,Lloyds Pharmacy Ltd,665234,33261.7,6652.34,No costs deducted from proceeds,0,0,0,0,0,0,,26609.36,Donated,,26609.36,Health,,,
2017-18,Longleat Enterprises Limited,30260,1513,252.17,No costs deducted from proceeds,0,0,0,0,0,0, ,1260.83,Put to other uses (supply details below), Awaiting donation,0,,,, Information taken from tills and control account.
2017-18,Loros Enterprises Ltd,4536,226.8,45.35,No costs deducted from proceeds,0,0,0,0,0,0, ,181.45,Donated,Loros Enterprises are charity shops assocaiated with Loros Hospice. All profits are trasnfreed to the Hospice.,,  ,4536,, 
2017-18,Loughborough Students Union,78908,3958,660,No costs deducted from proceeds,0,0,0,0,0,0, ,3298,Retained by your company / organisation, ,0,,78908,, 
2017-18,Machine Mart Ltd,7560,384.75,75.6,No costs deducted from proceeds,0,0,0,0,0,0,,307.8,,,,  ,,,
2017-18,Mackays Stores Ltd,1723840,86192,14365.34,No costs deducted from proceeds,0,0,0,0,0,0, ,71826.66,Donated, ,71827,Charity/Voluntary,1723840,,Our carrier bag data is collected via our till systems.
2017-18,Majestic Wine Warehouses Ltd,21320,1066,176.96,No costs deducted from proceeds,0,0,0,0,0,0, ,889.04,Donated, ,,  ,21320,, 
2017-18,Maplin Electronics Ltd,305235,15261.75,2543.63,No costs deducted from proceeds,0,0,0,0,0,0, ,12718.12,Donated, ,12718,Health,,,Maplin Electronics Ltd went into administration in Feb'18 and will likely cease to trade in July'18.
2017-18,Marie Curie,283100,14190,2838,No costs deducted from proceeds,0,0,0,0,0,0,,14190,Retained by your company / organisation,,0,,,,
2017-18,Marks and Spencer Group plc,92285584,4614279,769046,No costs deducted from proceeds,0,0,0,0,0,0, ,3845233,Donated," Donated to a range of M&S charity partnerships on health, environment and international poverty.",,  ,,, 
2017-18,Max Spielman Ltd,129760,6487.98,1081.33,No costs deducted from proceeds,0,0,0,0,0,0, ,5406.65,Donated, ,5407,Charity/Voluntary,,, 
2017-18,MCCH,554,27.7,5.54,No costs deducted from proceeds,0,0,0,0,0,0, ,22.16,Retained by your company / organisation, ,0,,,, 
2017-18,McColls Retail Group,990859,49542.95,8257.16,30000,0,5000,10000,0,0,15000, Costs for previous year 2016/2017 ,11285.79,Donated,,,  ,,,
2017-18,Menkind Limited,496792,24839.6,4139.93,No costs deducted from proceeds,0,0,0,0,0,0, ,20699.67,Donated, ,,  ,,, 
2017-18,Mercedes-Benz Cars UK Limited,534,26.7,5.34,No costs deducted from proceeds,0,0,0,0,0,0, ,21.36,Donated, ,21,Charity/Voluntary,,, 
2017-18,Mercedes-Benz Retail Group UK Limited,373,18.65,3.11,No costs deducted from proceeds,0,0,0,0,0,0, ,15.54,Donated, ,100,"Health,Charity/Voluntary,Local causes chosen by customers or staff",,, Data was collected from recording carrier bag sales on the dealership management system. Bags are issued from stock for sale.
2017-18,Merlin Entertainments Group,408148,20407.4,3401.23,No costs deducted from proceeds,0,0,0,0,0,0, ,17006.17,"Donated,Put to other uses (supply details below)", Supporting schools close to our business sites with sustainability projects e.g. Building wooden Susty play stage.,17006,"Education,Environment,Charity/Voluntary",,, 
2017-18,Merseytravel (Liverpool City Region Combined Authority),324,16.2,2.69,No costs deducted from proceeds,0,0,0,0,0,0, ,13.51,Retained by your company / organisation, ,0,,,, 
2017-18,Michael Abakhan Limited,22200,1110,185,No costs deducted from proceeds,0,0,0,0,0,0, ,925,Donated, ,925,Charity/Voluntary,,, Sales from Tills / Customer Invoicing
2017-18,Minds Matter (TA) Ltd,122589,6129.45,1021.58,No costs deducted from proceeds,0,0,0,0,0,0, ,5107.87,Donated, ,5108,Health,,, 
2017-18,"MNG Mango, UK Ltd",7683,369,62,No costs deducted from proceeds,0,0,0,0,0,0, ,307,Donated, ,307,Health,,, 
2017-18,MONDELEZ EUROPE SERVICES GMBH - UK BRANCH,137945,6897.25,1149.54,No costs deducted from proceeds,0,0,0,0,0,0, ,5747.71,Donated, ,5747.71,Charity/Voluntary,,, 
2017-18,Morleys Department Stores Ltd,508735,25436.73,4293.63,143.1,0,0,0,0,0,143.1, Accounts & Admin,21000,Donated, ,21000,Charity/Voluntary,40000,,The above data has been compiled using the sales reports for the plastic carrier bags.
2017-18,Moss Bros Group PLC,40040,2002,333.72,No costs deducted from proceeds,0,0,0,0,0,0,,1668.28,Donated,,,Health,,,
2017-18,Mothercare PLC,2129837,106491.85,17748.65,No costs deducted from proceeds,0,0,0,0,0,0, ,88743.2,Donated, ,88743,Environment,,, 
2017-18,MP Moran & Sons Limited,5928,296.4,49.4,No costs deducted from proceeds,0,0,0,0,0,0, ,247,Donated, ,247,Health,,, 
2017-18,Next retail Ltd,21952119,1097605.96,182934.33,No costs deducted from proceeds,0,0,0,0,0,0, ,914671.63,Donated, ,914671,"Environment,Health,Charity/Voluntary,Local causes chosen by customers or staff",,,Method of data collection- Till system verified purchase of bags
2017-18,Nike Retail UK (a UK establishment of Nike Retail B.V.),663940,33196.99,5532.83,No costs deducted from proceeds,0,0,0,0,0,0, ,27664.16,Donated, ,27664,Charity/Voluntary,,, 
2017-18,Nirvana Spa & Leisure Ltd,1344,67.2,11.2,No costs deducted from proceeds,0,0,0,0,0,0, ,56,Donated, ,56,Local causes chosen by customers or staff,1344,, 
2017-18,Nisbets Plc,87076,4353.8,870.76,No costs deducted from proceeds,0,0,0,0,0,0, ,3483.04,Donated, ,3483,Local causes chosen by customers or staff,,, 
2017-18,Norchem HealthCare Ltd,4081,170.05,34.01,300,100,0,200,0,0,0,,-129.95,,,,  ,,,
2017-18,Norwich Tourist Information Centre,136,6.8,1.13,No costs deducted from proceeds,0,0,0,0,0,0, ,5.67,Donated, ,,  ,,, 
2017-18,Notcutts Limited,98972,4945,824,No costs deducted from proceeds,0,0,0,0,0,0, ,4121,Donated, ,4121,Local causes chosen by customers or staff,,, 
2017-18,Ocado,140793060,7039653,1173276,No costs deducted from proceeds,0,0,0,0,0,0, ,5866377,"Donated,Put to other uses (supply details below)","Ocado has a bag buy back scheme, financially incentivising customers to return their bags for recycling. We use a large majority of the proceeds from the charge to fund this scheme as we believe it supports the legislation in removing bags from becoming litter.",,  ,,," All proceeds from this legislation are going towards helping to reduce litter and waste, and incentivise recycling."
2017-18,Office Team Ltd (Biddles),701,35.05,5.84,No costs deducted from proceeds,0,0,0,0,0,0, ,29.21,Donated, ,30,Local causes chosen by customers or staff,500,, 
2017-18,Oldrids and Co Ltd,188041,7521.64,1504.33,No costs deducted from proceeds,0,0,0,0,0,0,,6017.31,Donated,,7521.64,Environment,,,
2017-18,One Stop Stores Ltd,18892730,944866,156810,72599,0,0,0,0,72599,0, ,715457,"Donated,Retained by your company / organisation",Groundwork UK are paid administration fees for help with the Carriers for Causes website and for allocating charity awards.,1248263,Local causes chosen by customers or staff,,3786141,
2017-18,Paultons Park Ltd,94358,4717.9,786.32,No costs deducted from proceeds,0,0,0,0,0,0, ,3931.58,Donated, ,3932,"Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Pavers Ltd,344216,17210.8,2868.47,No costs deducted from proceeds,0,0,0,0,0,0, ,14342.33,Donated, ,14342,Charity/Voluntary,,, 
2017-18,PCT Healthcare Ltd,6114,305,51,No costs deducted from proceeds,0,0,0,0,0,0, ,254,Donated, ,254,"Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Percy Ingle Bakeries Ltd,703652,35182.6,5862.71,15308.33,14,650,500,70,2600,11474.33,The purchase price of the carrier bags.,14011.56,Donated, ,14012,"Education,Health,Sport,Charity/Voluntary,Local causes chosen by customers or staff",,, 
2017-18,Petrogas Group UK Ltd,178273,8913.65,1485.6,No costs deducted from proceeds,0,0,0,0,0,0, ,7428.05,Donated, ,,  ,,, 
2017-18,Pets at Home Limited,1828932,91446.6,15491,No costs deducted from proceeds,0,0,0,0,0,0,,75955.6,Donated,,91446.6,  ,,,
2017-18,PGL Travel,37751,1887.56,465.14,No costs deducted from proceeds,0,0,0,0,0,0,,1422.42,Donated,,1887.56,Local causes chosen by customers or staff,,,
2017-18,Picsolve International Ltd,36925,1846.25,369.25,No costs deducted from proceeds,0,0,0,0,0,0, ,1477,"Retained by your company / organisation,Put to other uses (supply details below)",Proceeds taken from a Picsolve stand and banked by Picsolve. However stand is on the premises of Merlin Entertainments and proceeds of 138.56 net to be given to Merlin  to give to their nominated charity which differs from ours. The balance will be nominated to our charity in the next month,0,,,, Data was compiled from till ouput
2017-18,Plymouth City Museum,275,13.75,2.29,No costs deducted from proceeds,0,0,0,0,0,0, ,11.46,Donated, ,11,Environment,,, 
2017-18,Portmeirion Group UK Limited,36079,1827,304,No costs deducted from proceeds,0,0,0,0,0,0, ,1523,Donated, ,,  ,,, 
2017-18,Post Office Limited,850,42.5,8.5,No costs deducted from proceeds,0,0,0,0,0,0,,34,Donated,,34,Charity/Voluntary,,,
2017-18,Potters Leisure Ltd,6970,349,58,No costs deducted from proceeds,0,0,0,0,0,0,,290,Donated,Data collected from our Micro Till System on a Monthly basis then a yearly report run for the carrier bags. All sales are cross checked to the Bank Accounts,290,Local causes chosen by customers or staff,,,
2017-18,Poundland Limited ,47214403,2360720.15,472144.03,,,,,,,,,1888576.12,,,,  ,,,
2017-18,Poundstretcher Ltd,5705937,285296.85,47546.45,No costs deducted from proceeds,0,0,0,0,0,0, ,237750.4,Retained by your company / organisation, ,,  ,,, 
2017-18,Poundworld Retail Limited,11281682,567707,113310,No costs deducted from proceeds,0,0,0,0,0,0, ,454397,Retained by your company / organisation,"The company is still finalising its charity strategy for the current year and the use of the carrier bag levy funds. 
",0,,,,"The company has in place a VAT  agreement with HMRC which rounds VAT to the nearest half penny on each item sold. In the case of carrier bags this translates in most cases as 4p revenue, 1p VAT. 
"
2017-18,Pret A Manger (Europe) Ltd,251264,12563.2,2512.64,No costs deducted from proceeds,0,0,0,0,0,0, ,10050.56,Donated, ,10050,Environment,,,Pret only use plastic bags for large deliveries. The number of bags used isnt always known until a delivery takes place and the transaction is completed before the goods are packed. Based on a 2-bag average per delivery we charge 10p per delivery to account for this. This is reconciled against plastic bags ordered and delivered to our estate shops.
